MESSPUNKT;JAHR;MONAT;ZEIT_VON;ZEIT_BIS;MESSWERT
14;2012;Dezember;20121130;20121228;42
14;2013;Januar;20121228;20130201;41
14;2013;Februar;20130201;20130301;44
14;2013;März;20130301;20130402;37
14;2013;April;20130402;20130502;35
14;2013;Mai;20130502;20130531;35
14;2013;Juni;20130531;20130702;38
14;2013;Juli;20130702;20130802;46
14;2013;August;20130802;20130830;43
14;2013;September;20130830;20131001;41
14;2013;Oktober;20131001;20131031;36
14;2013;November;20131031;20131129;40
14;2013;Dezember;20131129;20131231;36
14;2014;Januar;20131231;20140130;29
14;2014;Februar;20140130;20140228;32
14;2014;März;20140228;20140331;43
14;2014;April;20140331;20140501;46
14;2014;Mai;20140501;20140602;36
14;2014;Juni;20140602;20140702;37
14;2014;Juli;20140702;20140731;37
14;2014;August;20140731;20140829;32
14;2014;September;20140829;20140930;43
14;2014;Oktober;20140930;20141031;37
14;2014;November;20141031;20141128;34
14;2014;Dezember;20141128;20141230;36
14;2015;Januar;20141230;20150130;40
14;2015;Februar;20150130;20150302;37
14;2015;März;20150302;20150331;43
14;2015;April;20150331;20150430;41
14;2015;Mai;20150430;20150601;38
14;2015;Juni;20150601;20150629;36
14;2015;Juli;20150629;20150731;31
14;2015;August;20150731;20150902;44
14;2015;September;20150902;20150930;33
14;2015;Oktober;20150930;20151029;41
14;2015;November;20151029;20151202;37
14;2015;Dezember;20151202;20151230;33
14;2016;Januar;20151230;20160201;37
14;2016;Februar;20160201;20160301;37
14;2016;März;20160301;20160331;43
14;2016;April;20160331;20160428;34
14;2016;Mai;20160428;20160530;32
14;2016;Juni;20160530;20160629;37
14;2016;Juli;20160629;20160729;38
14;2016;August;20160729;20160830;39
14;2016;September;20160830;20160929;47
14;2016;Oktober;20160929;20161031;36
14;2016;November;20161031;20161129;36
14;2016;Dezember;20161129;20161230;43
14;2017;Januar;20161230;20170131;47
14;2017;Februar;20170131;20170302;39
14;2017;März;20170302;20170330;35
14;2017;April;20170330;20170502;41
14;2017;Mai;20170502;20170601;37
14;2017;Juni;20170601;20170629;35
14;2017;Juli;20170629;20170731;32
14;2017;August;20170731;20170830;35
14;2017;September;20170830;20170929;35
14;2017;Oktober;20170929;20171030;32
14;2017;November;20171030;20171129;39
14;2017;Dezember;20171129;20171229;35
14;2018;Januar;20171229;20180129;27
14;2018;Februar;20180129;20180228;37
14;2018;März;20180228;20180329;30
14;2018;April;20180329;20180427;33
14;2018;Mai;20180427;20180529;32
14;2018;Juni;20180529;20180629;31
14;2018;Juli;20180629;20180730;35
14;2018;August;20180730;20180831;34
14;2018;September;20180831;20181002;41
14;2018;Oktober;20181002;20181101;39
14;2018;November;20181101;20181201;31
14;2018;Dezember;20181201;20190102;32
14;2019;Januar;20190102;20190131;39
14;2019;Februar;20190131;20190301;43
14;2019;März;20190301;20190330;29
14;2019;April;20190330;20190429;30
14;2019;Mai;20190429;20190531;31
14;2019;Juni;20190531;20190701;28
14;2019;Juli;20190701;20190801;32
14;2019;August;20190801;20190830;36
14;2019;September;20190830;20190928;32
14;2019;Oktober;20190928;20191029;26
14;2019;November;20191029;20191129;32
14;2019;Dezember;20191129;20191227;30
14;2020;Januar;20191230;20200131;29
14;2020;Februar;20200131;20200303;23
14;2020;März;20200303;20200329;23
14;2020;April;20200329;20200502;26
14;2020;Mai;20200502;20200531;25
14;2020;Juni;20200531;20200705;22
14;2020;Juli;20200705;20200802;26
14;2020;August;20200802;20200906;27
14;2020;September;20200906;20201003;33
14;2020;Oktober;20201003;20201101;24
14;2020;November;20201101;20201128;28
14;2020;Dezember;20201128;20210103;24
14;2021;Januar;20210104;20210202;29
14;2021;Februar;20210202;20210302;30
14;2021;März;20210302;20210330;31
14;2021;April;20210331;20210430;27
14;2021;Mai;20210501;20210531;22
14;2021;Juni;20210601;20210629;25
14;2021;Juli;20210630;20210729;25
14;2021;August;20210730;20210827;25
14;2021;September;20210828;20210928;32
14;2021;Oktober;20210929;20211027;29
14;2021;November;20211028;20211127;29
14;2021;Dezember;20211128;20211229;28
14;2022;Januar;20211229;20220129;29
14;2022;Februar;20220129;20220302;25
14;2022;März;20220302;20220331;35
14;2022;April;20220331;20220502;28
14;2022;Mai;20220502;20220601;28
14;2022;Juni;20220601;20220702;27
16;2008;Januar;20080103;20080201;57
16;2008;Februar;20080201;20080229;65
16;2008;März;20080229;20080401;70
16;2008;April;20080401;20080430;67
16;2008;Mai;20080430;20080530;65
16;2008;Juni;20080530;20080701;76
16;2008;Juli;20080701;20080801;67
16;2008;August;20080801;20080902;66
16;2008;September;20080902;20081001;55
16;2008;Oktober;20081001;20081104;61
16;2008;November;20081104;20081203;63
16;2008;Dezember;20081203;20090104;60
16;2009;Januar;20090105;20090130;66
16;2009;Februar;20090130;20090228;65
16;2009;März;20090228;20090401;69
16;2009;April;20090401;20090501;61
16;2009;Mai;20090501;20090601;57
16;2009;Juni;20090601;20090629;57
16;2009;Juli;20090629;20090731;60
16;2009;August;20090731;20090831;64
16;2009;September;20090831;20090930;56
16;2009;Oktober;20090930;20091031;73
16;2009;November;20091031;20091202;65
16;2009;Dezember;20091202;20091229;58
16;2010;Januar;20091229;20100201;58
16;2010;Februar;20100201;20100303;62
16;2010;März;20100303;20100331;70
16;2010;April;20100331;20100430;58
16;2010;Mai;20100430;20100602;60
16;2010;Juni;20100602;20100630;53
16;2010;Juli;20100630;20100803;64
16;2010;August;20100803;20100901;58
16;2010;September;20100901;20101001;55
16;2010;Oktober;20101001;20101102;50
16;2010;November;20101102;20101129;57
16;2010;Dezember;20101129;20101230;57
16;2011;Januar;20101230;20110201;63
16;2011;Februar;20110201;20110301;53
16;2011;März;20110301;20110330;57
16;2011;April;20110330;20110429;59
16;2011;Mai;20110429;20110531;57
16;2011;Juni;20110531;20110630;45
16;2011;Juli;20110630;20110801;48
16;2011;August;20110801;20110901;55
16;2011;September;20110901;20110929;54
16;2011;Oktober;20110929;20111102;51
16;2011;November;20111102;20111130;52
16;2011;Dezember;20111130;20111229;43
16;2012;Januar;20111229;20120201;51
16;2012;Februar;20120201;20120301;59
16;2012;März;20120301;20120330;61
16;2012;April;20120330;20120503;59
16;2012;Mai;20120503;20120601;57
16;2012;Juni;20120601;20120703;47
16;2012;Juli;20120703;20120801;51
16;2012;August;20120801;20120831;65
16;2012;September;20120831;20121001;62
16;2012;Oktober;20121001;20121102;57
16;2012;November;20121102;20121130;52
16;2012;Dezember;20121130;20121228;54
16;2013;Januar;20121228;20130201;54
16;2013;Februar;20130201;20130301;54
16;2013;März;20130301;20130402;49
16;2013;April;20130402;20130502;50
16;2013;Mai;20130502;20130531;53
16;2013;Juni;20130531;20130702;51
16;2013;Juli;20130702;20130802;58
16;2013;August;20130802;20130830;54
16;2013;September;20130830;20131001;54
16;2013;Oktober;20131001;20131031;48
16;2013;November;20131031;20131129;51
16;2013;Dezember;20131129;20131231;46
16;2014;Januar;20131231;20140130;43
16;2014;Februar;20140130;20140228;48
16;2014;März;20140228;20140331;57
16;2014;April;20140331;20140501;58
16;2014;Mai;20140501;20140602;50
16;2014;Juni;20140602;20140702;46
16;2014;Juli;20140702;20140731;53
16;2014;August;20140731;20140829;47
16;2014;September;20140829;20140930;55
16;2014;Oktober;20140930;20141031;49
16;2014;November;20141031;20141128;47
16;2014;Dezember;20141128;20141230;55
16;2015;Januar;20141230;20150130;55
16;2015;Februar;20150130;20150302;53
16;2015;März;20150302;20150331;54
16;2015;April;20150331;20150430;53
16;2015;Mai;20150430;20150601;56
16;2015;Juni;20150601;20150629;53
16;2015;Juli;20150629;20150731;51
16;2015;August;20150731;20150902;59
16;2015;September;20150902;20150930;46
16;2015;Oktober;20150930;20151029;50
16;2015;November;20151029;20151202;53
16;2015;Dezember;20151202;20151230;51
16;2016;Januar;20151230;20160201;55
16;2016;Februar;20160201;20160301;57
16;2016;März;20160301;20160331;61
16;2016;April;20160331;20160428;54
16;2016;Mai;20160428;20160530;54
16;2016;Juni;20160530;20160629;56
16;2016;Juli;20160629;20160729;51
16;2016;August;20160729;20160830;56
16;2016;September;20160830;20160929;65
16;2016;Oktober;20160929;20161031;42
16;2016;November;20161031;20161129;51
16;2016;Dezember;20161129;20161230;55
16;2017;Januar;20161230;20170131;56
16;2017;Februar;20170131;20170302;54
16;2017;März;20170302;20170330;54
16;2017;April;20170330;20170502;58
16;2017;Mai;20170502;20170601;56
16;2017;Juni;20170601;20170629;56
16;2017;Juli;20170629;20170731;43
16;2017;August;20170731;20170830;54
16;2017;September;20170830;20170929;48
16;2017;Oktober;20170929;20171030;51
16;2017;November;20171030;20171129;53
16;2017;Dezember;20171129;20171229;51
16;2018;Januar;20171229;20180129;46
16;2018;Februar;20180129;20180228;47
16;2018;März;20180228;20180329;48
16;2018;April;20180329;20180427;50
16;2018;Mai;20180427;20180529;46
16;2018;Juni;20180529;20180629;46
16;2018;Juli;20180629;20180730;49
16;2018;August;20180730;20180831;49
16;2018;September;20180831;20181002;51
16;2018;Oktober;20181002;20181101;51
16;2018;November;20181101;20181201;42
16;2018;Dezember;20181201;20190102;46
16;2019;Januar;20190102;20190131;55
16;2019;Februar;20190131;20190301;58
16;2019;März;20190301;20190330;48
16;2019;April;20190330;20190429;41
16;2019;Mai;20190429;20190531;47
16;2019;Juni;20190531;20190701;43
16;2019;Juli;20190701;20190801;47
16;2019;August;20190801;20190830;53
16;2019;September;20190830;20190928;46
16;2019;Oktober;20190928;20191029;40
16;2019;November;20191029;20191129;41
16;2019;Dezember;20191129;20191227;44
16;2020;Januar;20191230;20200131;42
16;2020;Februar;20200131;20200303;40
16;2020;März;20200303;20200329;35
16;2020;April;20200329;20200502;35
16;2020;Mai;20200502;20200531;34
16;2020;Juni;20200531;20200705;33
16;2020;Juli;20200705;20200802;35
16;2020;August;20200802;20200906;40
16;2020;September;20200906;20201003;40
16;2020;Oktober;20201003;20201101;35
16;2020;November;20201101;20201128;36
16;2020;Dezember;20201128;20210103;33
16;2021;Januar;20210104;20210202;39
16;2021;Februar;20210202;20210302;38
16;2021;März;20210302;20210330;43
16;2021;April;20210331;20210430;37
16;2021;Mai;20210501;20210531;34
16;2021;Juni;20210601;20210629;34
16;2021;Juli;20210630;20210729;31
16;2021;August;20210730;20210827;32
16;2021;September;20210828;20210928;33
16;2021;Oktober;20210929;20211027;-9999
16;2021;November;20211028;20211127;38
16;2021;Dezember;20211128;20211229;35
16;2022;Januar;20211229;20220129;37
16;2022;Februar;20220129;20220302;39
16;2022;März;20220302;20220331;40
16;2022;April;20220331;20220502;36
16;2022;Mai;20220502;20220601;36
16;2022;Juni;20220601;20220702;35
17;2008;Januar;20080103;20080201;55
17;2008;Februar;20080201;20080229;64
17;2008;März;20080229;20080401;65
17;2008;April;20080401;20080430;68
17;2008;Mai;20080430;20080530;68
17;2008;Juni;20080530;20080701;65
17;2008;Juli;20080701;20080801;65
17;2008;August;20080801;20080902;71
17;2008;September;20080902;20081001;53
17;2008;Oktober;20081001;20081104;59
17;2008;November;20081104;20081203;62
17;2008;Dezember;20081203;20090104;59
17;2009;Januar;20090105;20090130;68
17;2009;Februar;20090130;20090228;62
17;2009;März;20090228;20090401;71
17;2009;April;20090401;20090501;61
17;2009;Mai;20090501;20090601;58
17;2009;Juni;20090601;20090629;59
17;2009;Juli;20090629;20090731;62
17;2009;August;20090731;20090831;62
17;2009;September;20090831;20090930;58
17;2009;Oktober;20090930;20091031;66
17;2009;November;20091031;20091202;62
17;2009;Dezember;20091202;20091229;64
17;2010;Januar;20091229;20100201;55
17;2010;Februar;20100201;20100303;63
17;2010;März;20100303;20100331;69
17;2010;April;20100331;20100430;59
17;2010;Mai;20100430;20100602;57
17;2010;Juni;20100602;20100630;53
17;2010;Juli;20100630;20100803;66
17;2010;August;20100803;20100901;54
17;2010;September;20100901;20101001;57
17;2010;Oktober;20101001;20101102;55
17;2010;November;20101102;20101129;59
17;2010;Dezember;20101129;20101230;58
17;2011;Januar;20101230;20110201;59
17;2011;Februar;20110201;20110301;53
17;2011;März;20110301;20110330;60
17;2011;April;20110330;20110429;64
17;2011;Mai;20110429;20110531;60
17;2011;Juni;20110531;20110630;56
17;2011;Juli;20110630;20110801;52
17;2011;August;20110801;20110901;55
17;2011;September;20110901;20110929;49
17;2011;Oktober;20110929;20111102;52
17;2011;November;20111102;20111130;48
17;2011;Dezember;20111130;20111229;45
17;2012;Januar;20111229;20120201;46
17;2012;Februar;20120201;20120301;58
17;2012;März;20120301;20120330;55
17;2012;April;20120330;20120503;55
17;2012;Mai;20120503;20120601;53
17;2012;Juni;20120601;20120703;45
17;2012;Juli;20120703;20120801;49
17;2012;August;20120801;20120831;57
17;2012;September;20120831;20121001;58
17;2012;Oktober;20121001;20121102;52
17;2012;November;20121102;20121130;56
17;2012;Dezember;20121130;20121228;56
17;2013;Januar;20121228;20130201;51
17;2013;Februar;20130201;20130301;50
17;2013;März;20130301;20130402;51
17;2013;April;20130402;20130502;51
17;2013;Mai;20130502;20130531;53
17;2013;Juni;20130531;20130702;46
17;2013;Juli;20130702;20130802;55
17;2013;August;20130802;20130830;56
17;2013;September;20130830;20131001;53
17;2013;Oktober;20131001;20131031;48
17;2013;November;20131031;20131129;54
17;2013;Dezember;20131129;20131231;47
17;2014;Januar;20131231;20140130;47
17;2014;Februar;20140130;20140228;50
17;2014;März;20140228;20140331;56
17;2014;April;20140331;20140501;56
17;2014;Mai;20140501;20140602;46
17;2014;Juni;20140602;20140702;45
17;2014;Juli;20140702;20140731;52
17;2014;August;20140731;20140829;45
17;2014;September;20140829;20140930;50
17;2014;Oktober;20140930;20141031;49
17;2014;November;20141031;20141128;45
17;2014;Dezember;20141128;20141230;51
17;2015;Januar;20141230;20150130;57
17;2015;Februar;20150130;20150302;50
17;2015;März;20150302;20150331;57
17;2015;April;20150331;20150430;51
17;2015;Mai;20150430;20150601;55
17;2015;Juni;20150601;20150629;52
17;2015;Juli;20150629;20150731;47
17;2015;August;20150731;20150902;55
17;2015;September;20150902;20150930;48
17;2015;Oktober;20150930;20151029;50
17;2015;November;20151029;20151202;50
17;2015;Dezember;20151202;20151230;50
17;2016;Januar;20151230;20160201;51
17;2016;Februar;20160201;20160301;53
17;2016;März;20160301;20160331;61
17;2016;April;20160331;20160428;51
17;2016;Mai;20160428;20160530;52
17;2016;Juni;20160530;20160629;47
17;2016;Juli;20160629;20160729;49
17;2016;August;20160729;20160830;51
17;2016;September;20160830;20160929;60
17;2016;Oktober;20160929;20161031;44
17;2016;November;20161031;20161129;51
17;2016;Dezember;20161129;20161230;52
17;2017;Januar;20161230;20170131;63
17;2017;Februar;20170131;20170302;54
17;2017;März;20170302;20170330;50
17;2017;April;20170330;20170502;56
17;2017;Mai;20170502;20170601;53
17;2017;Juni;20170601;20170629;53
17;2017;Juli;20170629;20170731;42
17;2017;August;20170731;20170830;50
17;2017;September;20170830;20170929;46
17;2017;Oktober;20170929;20171030;46
17;2017;November;20171030;20171129;52
17;2017;Dezember;20171129;20171229;51
17;2018;Januar;20171229;20180129;43
17;2018;Februar;20180129;20180228;43
17;2018;März;20180228;20180329;43
17;2018;April;20180329;20180427;51
17;2018;Mai;20180427;20180529;45
17;2018;Juni;20180529;20180629;42
17;2018;Juli;20180629;20180730;50
17;2018;August;20180730;20180831;46
17;2018;September;20180831;20181002;50
17;2018;Oktober;20181002;20181101;48
17;2018;November;20181101;20181201;40
17;2018;Dezember;20181201;20190102;42
17;2019;Januar;20190102;20190131;49
17;2019;Februar;20190131;20190301;58
17;2019;März;20190301;20190330;47
17;2019;April;20190330;20190429;43
17;2019;Mai;20190429;20190531;43
17;2019;Juni;20190531;20190701;44
17;2019;Juli;20190701;20190801;43
17;2019;August;20190801;20190830;47
17;2019;September;20190830;20190928;44
17;2019;Oktober;20190928;20191029;38
17;2019;November;20191029;20191129;43
17;2019;Dezember;20191129;20191227;41
17;2020;Januar;20191230;20200131;37
17;2020;Februar;20200131;20200303;37
17;2020;März;20200303;20200329;34
17;2020;April;20200329;20200502;33
17;2020;Mai;20200502;20200531;32
17;2020;Juni;20200531;20200705;30
17;2020;Juli;20200705;20200802;31
17;2020;August;20200802;20200906;-9999
17;2020;September;20200906;20201003;38
17;2020;Oktober;20201003;20201101;31
17;2020;November;20201101;20201128;34
17;2020;Dezember;20201128;20210103;32
17;2021;Januar;20210104;20210202;38
17;2021;Februar;20210202;20210302;40
17;2021;März;20210302;20210330;38
17;2021;April;20210331;20210430;30
17;2021;Mai;20210501;20210531;28
17;2021;Juni;20210601;20210629;31
17;2021;Juli;20210630;20210729;30
17;2021;August;20210730;20210827;31
17;2021;September;20210828;20210928;35
17;2021;Oktober;20210929;20211027;37
17;2021;November;20211028;20211127;38
17;2021;Dezember;20211128;20211229;38
17;2022;Januar;20211229;20220129;37
17;2022;Februar;20220129;20220302;41
17;2022;März;20220302;20220331;43
17;2022;April;20220331;20220502;37
17;2022;Mai;20220502;20220601;37
17;2022;Juni;20220601;20220702;37
19;2008;Januar;20080103;20080201;38
19;2008;Februar;20080201;20080229;56
19;2008;März;20080229;20080401;46
19;2008;April;20080401;20080430;50
19;2008;Mai;20080430;20080530;51
19;2008;Juni;20080530;20080701;46
19;2008;Juli;20080701;20080801;44
19;2008;August;20080801;20080902;42
19;2008;September;20080902;20081001;44
19;2008;Oktober;20081001;20081104;43
19;2008;November;20081104;20081203;44
19;2008;Dezember;20081203;20090104;48
19;2009;Januar;20090105;20090130;56
19;2009;Februar;20090130;20090228;54
19;2009;März;20090228;20090401;51
19;2009;April;20090401;20090501;49
19;2009;Mai;20090501;20090601;42
19;2009;Juni;20090601;20090629;42
19;2009;Juli;20090629;20090731;37
19;2009;August;20090731;20090831;45
19;2009;September;20090831;20090930;43
19;2009;Oktober;20090930;20091031;53
19;2009;November;20091031;20091202;45
19;2009;Dezember;20091202;20091229;47
19;2010;Januar;20091229;20100201;45
19;2010;Februar;20100201;20100303;45
19;2010;März;20100303;20100331;50
19;2010;April;20100331;20100430;44
19;2010;Mai;20100430;20100602;43
19;2010;Juni;20100602;20100630;40
19;2010;Juli;20100630;20100803;41
19;2010;August;20100803;20100901;36
19;2010;September;20100901;20101001;41
19;2010;Oktober;20101001;20101102;42
19;2010;November;20101102;20101129;45
19;2010;Dezember;20101129;20101230;52
19;2011;Januar;20101230;20110201;44
19;2011;Februar;20110201;20110301;40
19;2011;März;20110301;20110330;51
19;2011;April;20110330;20110429;48
19;2011;Mai;20110429;20110531;42
19;2011;Juni;20110531;20110630;35
19;2011;Juli;20110630;20110801;36
19;2011;August;20110801;20110901;37
19;2011;September;20110901;20110929;36
19;2011;Oktober;20110929;20111102;40
19;2011;November;20111102;20111130;48
19;2011;Dezember;20111130;20111229;31
19;2012;Januar;20111229;20120201;38
19;2012;Februar;20120201;20120301;47
19;2012;März;20120301;20120330;47
19;2012;April;20120330;20120503;37
19;2012;Mai;20120503;20120601;40
19;2012;Juni;20120601;20120703;32
19;2012;Juli;20120703;20120801;28
19;2012;August;20120801;20120831;35
19;2012;September;20120831;20121001;43
19;2012;Oktober;20121001;20121102;38
19;2012;November;20121102;20121130;37
19;2012;Dezember;20121130;20121228;40
20;2008;Januar;20080103;20080201;37
20;2008;Februar;20080201;20080229;57
20;2008;März;20080229;20080401;49
20;2008;April;20080401;20080430;61
20;2008;Mai;20080430;20080530;57
20;2008;Juni;20080530;20080701;48
20;2008;Juli;20080701;20080801;47
20;2008;August;20080801;20080902;43
20;2008;September;20080902;20081001;45
20;2008;Oktober;20081001;20081104;45
20;2008;November;20081104;20081203;46
20;2008;Dezember;20081203;20090104;52
20;2009;Januar;20090105;20090130;56
20;2009;Februar;20090130;20090228;52
20;2009;März;20090228;20090401;53
20;2009;April;20090401;20090501;46
20;2009;Mai;20090501;20090601;41
20;2009;Juni;20090601;20090629;43
20;2009;Juli;20090629;20090731;41
20;2009;August;20090731;20090831;45
20;2009;September;20090831;20090930;45
20;2009;Oktober;20090930;20091031;53
20;2009;November;20091031;20091202;42
20;2009;Dezember;20091202;20091229;49
20;2010;Januar;20091229;20100201;47
20;2010;Februar;20100201;20100303;48
20;2010;März;20100303;20100331;52
20;2010;April;20100331;20100430;45
20;2010;Mai;20100430;20100602;43
20;2010;Juni;20100602;20100630;44
20;2010;Juli;20100630;20100803;38
20;2010;August;20100803;20100901;40
20;2010;September;20100901;20101001;43
20;2010;Oktober;20101001;20101102;45
20;2010;November;20101102;20101129;48
20;2010;Dezember;20101129;20101230;50
20;2011;Januar;20101230;20110201;49
20;2011;Februar;20110201;20110301;41
20;2011;März;20110301;20110330;56
20;2011;April;20110330;20110429;56
20;2011;Mai;20110429;20110531;43
20;2011;Juni;20110531;20110630;38
20;2011;Juli;20110630;20110801;39
20;2011;August;20110801;20110901;33
20;2011;September;20110901;20110929;38
20;2011;Oktober;20110929;20111102;42
20;2011;November;20111102;20111130;45
20;2011;Dezember;20111130;20111229;33
20;2012;Januar;20111229;20120201;41
20;2012;Februar;20120201;20120301;45
20;2012;März;20120301;20120330;50
20;2012;April;20120330;20120503;42
20;2012;Mai;20120503;20120601;44
20;2012;Juni;20120601;20120703;35
20;2012;Juli;20120703;20120801;31
20;2012;August;20120801;20120831;42
20;2012;September;20120831;20121001;45
20;2012;Oktober;20121001;20121102;44
20;2012;November;20121102;20121130;44
20;2012;Dezember;20121130;20121228;44
20;2013;Januar;20121228;20130201;45
20;2013;Februar;20130201;20130301;46
20;2013;März;20130301;20130402;43
20;2013;April;20130402;20130502;40
20;2013;Mai;20130502;20130531;37
20;2013;Juni;20130531;20130702;39
20;2013;Juli;20130702;20130802;46
20;2013;August;20130802;20130830;43
20;2013;September;20130830;20131001;39
20;2013;Oktober;20131001;20131031;32
20;2013;November;20131031;20131129;44
20;2013;Dezember;20131129;20131231;35
20;2014;Januar;20131231;20140130;30
20;2014;Februar;20140130;20140228;32
20;2014;März;20140228;20140331;46
20;2014;April;20140331;20140501;46
20;2014;Mai;20140501;20140602;39
20;2014;Juni;20140602;20140702;37
20;2014;Juli;20140702;20140731;34
20;2014;August;20140731;20140829;30
20;2014;September;20140829;20140930;43
20;2014;Oktober;20140930;20141031;39
20;2014;November;20141031;20141128;34
20;2014;Dezember;20141128;20141230;36
20;2015;Januar;20141230;20150130;40
20;2015;Februar;20150130;20150302;43
20;2015;März;20150302;20150331;47
20;2015;April;20150331;20150430;44
20;2015;Mai;20150430;20150601;38
20;2015;Juni;20150601;20150629;33
20;2015;Juli;20150629;20150731;32
20;2015;August;20150731;20150902;45
20;2015;September;20150902;20150930;31
20;2015;Oktober;20150930;20151029;41
20;2015;November;20151029;20151202;37
20;2015;Dezember;20151202;20151230;35
20;2016;Januar;20151230;20160201;40
20;2016;Februar;20160201;20160301;45
20;2016;März;20160301;20160331;52
20;2016;April;20160331;20160428;36
20;2016;Mai;20160428;20160530;41
20;2016;Juni;20160530;20160629;40
20;2016;Juli;20160629;20160729;33
20;2016;August;20160729;20160830;36
20;2016;September;20160830;20160929;49
20;2016;Oktober;20160929;20161031;40
20;2016;November;20161031;20161129;36
20;2016;Dezember;20161129;20161230;47
20;2017;Januar;20161230;20170131;48
20;2017;Februar;20170131;20170302;43
20;2017;März;20170302;20170330;40
20;2017;April;20170330;20170502;42
20;2017;Mai;20170502;20170601;39
20;2017;Juni;20170601;20170629;34
20;2017;Juli;20170629;20170731;29
20;2017;August;20170731;20170830;40
20;2017;September;20170830;20170929;33
20;2017;Oktober;20170929;20171030;32
20;2017;November;20171030;20171129;40
20;2017;Dezember;20171129;20171229;38
20;2018;Januar;20171229;20180129;30
20;2018;Februar;20180129;20180228;39
20;2018;März;20180228;20180329;35
20;2018;April;20180329;20180427;40
20;2018;Mai;20180427;20180529;37
20;2018;Juni;20180529;20180629;31
20;2018;Juli;20180629;20180730;39
20;2018;August;20180730;20180831;35
20;2018;September;20180831;20181002;41
20;2018;Oktober;20181002;20181101;39
20;2018;November;20181101;20181201;35
20;2018;Dezember;20181201;20190102;36
20;2019;Januar;20190102;20190131;43
20;2019;Februar;20190131;20190301;49
20;2019;März;20190301;20190330;34
20;2019;April;20190330;20190429;37
20;2019;Mai;20190429;20190531;35
20;2019;Juni;20190531;20190701;30
20;2019;Juli;20190701;20190801;34
20;2019;August;20190801;20190830;36
20;2019;September;20190830;20190928;33
20;2019;Oktober;20190928;20191029;27
20;2019;November;20191029;20191129;36
20;2019;Dezember;20191129;20191227;33
20;2020;Januar;20191230;20200131;30
20;2020;Februar;20200131;20200303;24
20;2020;März;20200303;20200329;27
20;2020;April;20200329;20200502;27
20;2020;Mai;20200502;20200531;25
20;2020;Juni;20200531;20200705;24
20;2020;Juli;20200705;20200802;26
20;2020;August;20200802;20200906;28
20;2020;September;20200906;20201003;33
20;2020;Oktober;20201003;20201101;24
20;2020;November;20201101;20201128;30
20;2020;Dezember;20201128;20210103;27
20;2021;Januar;20210104;20210202;32
20;2021;Februar;20210202;20210302;32
20;2021;März;20210302;20210330;38
20;2021;April;20210331;20210430;40
20;2021;Mai;20210501;20210531;25
20;2021;Juni;20210601;20210629;27
20;2021;Juli;20210630;20210729;24
20;2021;August;20210730;20210827;24
20;2021;September;20210828;20210928;31
20;2021;Oktober;20210929;20211027;29
20;2021;November;20211028;20211127;33
20;2021;Dezember;20211128;20211229;31
20;2022;Januar;20211229;20220129;30
20;2022;Februar;20220129;20220302;29
20;2022;März;20220302;20220331;40
20;2022;April;20220331;20220502;31
20;2022;Mai;20220502;20220601;29
20;2022;Juni;20220601;20220702;30
21;2008;Januar;20080103;20080201;37
21;2008;Februar;20080201;20080229;59
21;2008;März;20080229;20080401;52
21;2008;April;20080401;20080430;62
21;2008;Mai;20080430;20080530;76
21;2008;Juni;20080530;20080701;60
21;2008;Juli;20080701;20080801;53
21;2008;August;20080801;20080902;47
21;2008;September;20080902;20081001;49
21;2008;Oktober;20081001;20081104;50
21;2008;November;20081104;20081203;48
21;2008;Dezember;20081203;20090104;51
21;2009;Januar;20090105;20090130;54
21;2009;Februar;20090130;20090228;60
21;2009;März;20090228;20090401;56
21;2009;April;20090401;20090501;57
21;2009;Mai;20090501;20090601;50
21;2009;Juni;20090601;20090629;57
21;2009;Juli;20090629;20090731;45
21;2009;August;20090731;20090831;46
21;2009;September;20090831;20090930;51
21;2009;Oktober;20090930;20091031;56
21;2009;November;20091031;20091202;41
21;2009;Dezember;20091202;20091229;49
21;2010;Januar;20091229;20100201;49
21;2010;Februar;20100201;20100303;50
21;2010;März;20100303;20100331;62
21;2010;April;20100331;20100430;48
21;2010;Mai;20100430;20100602;56
21;2010;Juni;20100602;20100630;57
21;2010;Juli;20100630;20100803;54
21;2010;August;20100803;20100901;46
21;2010;September;20100901;20101001;47
21;2010;Oktober;20101001;20101102;49
21;2010;November;20101102;20101129;47
21;2010;Dezember;20101129;20101230;53
21;2011;Januar;20101230;20110201;52
21;2011;Februar;20110201;20110301;41
21;2011;März;20110301;20110330;59
21;2011;April;20110330;20110429;59
21;2011;Mai;20110429;20110531;51
21;2011;Juni;20110531;20110630;44
21;2011;Juli;20110630;20110801;47
21;2011;August;20110801;20110901;46
21;2011;September;20110901;20110929;38
21;2011;Oktober;20110929;20111102;43
21;2011;November;20111102;20111130;41
21;2011;Dezember;20111130;20111229;34
21;2012;Januar;20111229;20120201;44
21;2012;Februar;20120201;20120301;48
21;2012;März;20120301;20120330;52
21;2012;April;20120330;20120503;46
21;2012;Mai;20120503;20120601;52
21;2012;Juni;20120601;20120703;40
21;2012;Juli;20120703;20120801;41
21;2012;August;20120801;20120831;45
21;2012;September;20120831;20121001;48
21;2012;Oktober;20121001;20121102;44
21;2012;November;20121102;20121130;42
21;2012;Dezember;20121130;20121228;42
21;2013;Januar;20121228;20130201;45
21;2013;Februar;20130201;20130301;55
21;2013;März;20130301;20130402;54
