MESSPUNKT;JAHR;MONAT;ZEIT_VON;ZEIT_BIS;MESSWERT
28;2017;August;20170731;20170830;40
28;2017;September;20170830;20170929;39
28;2017;Oktober;20170929;20171030;35
28;2017;November;20171030;20171129;42
28;2017;Dezember;20171129;20171229;45
28;2018;Januar;20171229;20180129;35
28;2018;Februar;20180129;20180228;37
28;2018;März;20180228;20180329;34
28;2018;April;20180329;20180427;36
28;2018;Mai;20180427;20180529;34
28;2018;Juni;20180529;20180629;37
28;2018;Juli;20180629;20180730;43
28;2018;August;20180730;20180831;41
28;2018;September;20180831;20181002;42
28;2018;Oktober;20181002;20181101;38
28;2018;November;20181101;20181201;30
28;2018;Dezember;20181201;20190102;37
28;2019;Januar;20190102;20190131;43
28;2019;Februar;20190131;20190301;44
28;2019;März;20190301;20190330;37
28;2019;April;20190330;20190429;33
28;2019;Mai;20190429;20190531;37
28;2019;Juni;20190531;20190701;33
28;2019;Juli;20190701;20190801;40
28;2019;August;20190801;20190830;44
28;2019;September;20190830;20190928;39
28;2019;Oktober;20190928;20191029;31
28;2019;November;20191029;20191129;33
28;2019;Dezember;20191129;20191227;32
28;2020;Januar;20191230;20200131;34
28;2020;Februar;20200131;20200303;32
28;2020;März;20200303;20200329;31
28;2020;April;20200329;20200502;30
28;2020;Mai;20200502;20200531;32
28;2020;Juni;20200531;20200705;29
28;2020;Juli;20200705;20200802;32
28;2020;August;20200802;20200906;33
28;2020;September;20200906;20201003;37
28;2020;Oktober;20201003;20201101;27
28;2020;November;20201101;20201128;29
28;2020;Dezember;20201128;20210103;27
28;2021;Januar;20210104;20210202;35
28;2021;Februar;20210202;20210302;38
28;2021;März;20210302;20210330;43
28;2021;April;20210331;20210430;35
28;2021;Mai;20210501;20210531;30
28;2021;Juni;20210601;20210629;29
28;2021;Juli;20210630;20210729;29
28;2021;August;20210730;20210827;29
28;2021;September;20210828;20210928;34
28;2021;Oktober;20210929;20211027;32
28;2021;November;20211028;20211127;26
28;2021;Dezember;20211128;20211229;32
28;2022;Januar;20211229;20220129;34
28;2022;Februar;20220129;20220302;35
28;2022;März;20220302;20220331;36
28;2022;April;20220331;20220502;33
28;2022;Mai;20220502;20220601;35
28;2022;Juni;20220601;20220702;33
29;2008;Januar;20080103;20080201;35
29;2008;Februar;20080201;20080229;58
29;2008;März;20080229;20080401;42
29;2008;April;20080401;20080430;52
29;2008;Mai;20080430;20080530;50
29;2008;Juni;20080530;20080701;44
29;2008;Juli;20080701;20080801;46
29;2008;August;20080801;20080902;39
29;2008;September;20080902;20081001;45
29;2008;Oktober;20081001;20081104;45
29;2008;November;20081104;20081203;45
29;2008;Dezember;20081203;20090104;47
30;2008;Januar;20080103;20080201;45
30;2008;Februar;20080201;20080229;59
30;2008;März;20080229;20080401;46
30;2008;April;20080401;20080430;56
30;2008;Mai;20080430;20080530;51
30;2008;Juni;20080530;20080701;47
30;2008;Juli;20080701;20080801;49
30;2008;August;20080801;20080902;48
30;2008;September;20080902;20081001;45
30;2008;Oktober;20081001;20081104;52
30;2008;November;20081104;20081203;54
30;2008;Dezember;20081203;20090104;56
30;2009;Januar;20090105;20090130;69
30;2009;Februar;20090130;20090228;54
30;2009;März;20090228;20090401;48
30;2009;April;20090401;20090501;47
30;2009;Mai;20090501;20090601;47
30;2009;Juni;20090601;20090629;43
30;2009;Juli;20090629;20090731;46
30;2009;August;20090731;20090831;45
30;2009;September;20090831;20090930;44
30;2009;Oktober;20090930;20091031;56
30;2009;November;20091031;20091202;51
30;2009;Dezember;20091202;20091229;54
30;2010;Januar;20091229;20100201;52
30;2010;Februar;20100201;20100303;54
30;2010;März;20100303;20100331;60
30;2010;April;20100331;20100430;44
30;2010;Mai;20100430;20100602;38
30;2010;Juni;20100602;20100630;37
30;2010;Juli;20100630;20100803;44
30;2010;August;20100803;20100901;41
30;2010;September;20100901;20101001;45
30;2010;Oktober;20101001;20101102;49
30;2010;November;20101102;20101129;60
30;2010;Dezember;20101129;20101230;51
30;2011;Januar;20101230;20110201;41
30;2011;Februar;20110201;20110301;37
30;2011;März;20110301;20110330;45
30;2011;April;20110330;20110429;38
30;2011;Mai;20110429;20110531;30
30;2011;Juni;20110531;20110630;27
30;2011;Juli;20110630;20110801;27
30;2011;August;20110801;20110901;30
30;2011;September;20110901;20110929;33
30;2011;Oktober;20110929;20111102;36
30;2011;November;20111102;20111130;39
30;2011;Dezember;20111130;20111229;31
30;2012;Januar;20111229;20120201;34
30;2012;Februar;20120201;20120301;42
30;2012;März;20120301;20120330;39
30;2012;April;20120330;20120503;28
30;2012;Mai;20120503;20120601;27
30;2012;Juni;20120601;20120703;26
30;2012;Juli;20120703;20120801;22
30;2012;August;20120801;20120831;28
30;2012;September;20120831;20121001;30
30;2012;Oktober;20121001;20121102;36
30;2012;November;20121102;20121130;34
30;2012;Dezember;20121130;20121228;35
31;2008;Januar;20080103;20080201;32
31;2008;Februar;20080201;20080229;41
31;2008;März;20080229;20080401;36
31;2008;April;20080401;20080430;36
31;2008;Mai;20080430;20080530;32
31;2008;Juni;20080530;20080701;31
31;2008;Juli;20080701;20080801;33
31;2008;August;20080801;20080902;33
31;2008;September;20080902;20081001;33
31;2008;Oktober;20081001;20081104;38
31;2008;November;20081104;20081203;38
31;2008;Dezember;20081203;20090104;39
32;2008;Januar;20080103;20080201;25
32;2008;Februar;20080201;20080229;35
32;2008;März;20080229;20080401;27
32;2008;April;20080401;20080430;27
32;2008;Mai;20080430;20080530;23
32;2008;Juni;20080530;20080701;23
32;2008;Juli;20080701;20080801;22
32;2008;August;20080801;20080902;24
32;2008;September;20080902;20081001;26
32;2008;Oktober;20081001;20081104;32
32;2008;November;20081104;20081203;32
32;2008;Dezember;20081203;20090104;32
33;2008;Januar;20080103;20080201;47
33;2008;Februar;20080201;20080229;63
33;2008;März;20080229;20080401;51
33;2008;April;20080401;20080430;61
33;2008;Mai;20080430;20080530;57
33;2008;Juni;20080530;20080701;50
33;2008;Juli;20080701;20080801;50
33;2008;August;20080801;20080902;50
33;2008;September;20080902;20081001;49
33;2008;Oktober;20081001;20081104;54
33;2008;November;20081104;20081203;55
33;2008;Dezember;20081203;20090104;56
33;2009;Januar;20090105;20090130;61
33;2009;Februar;20090130;20090228;56
33;2009;März;20090228;20090401;53
33;2009;April;20090401;20090501;50
33;2009;Mai;20090501;20090601;47
33;2009;Juni;20090601;20090629;46
33;2009;Juli;20090629;20090731;44
33;2009;August;20090731;20090831;50
33;2009;September;20090831;20090930;48
33;2009;Oktober;20090930;20091031;53
33;2009;November;20091031;20091202;49
33;2009;Dezember;20091202;20091229;52
33;2010;Januar;20091229;20100201;55
33;2010;Februar;20100201;20100303;56
33;2010;März;20100303;20100331;62
33;2010;April;20100331;20100430;47
33;2010;Mai;20100430;20100602;39
33;2010;Juni;20100602;20100630;47
33;2010;Juli;20100630;20100803;53
33;2010;August;20100803;20100901;46
33;2010;September;20100901;20101001;47
33;2010;Oktober;20101001;20101102;52
33;2010;November;20101102;20101129;53
33;2010;Dezember;20101129;20101230;57
33;2011;Januar;20101230;20110201;55
33;2011;Februar;20110201;20110301;45
33;2011;März;20110301;20110330;51
33;2011;April;20110330;20110429;48
33;2011;Mai;20110429;20110531;47
33;2011;Juni;20110531;20110630;44
33;2011;Juli;20110630;20110801;40
33;2011;August;20110801;20110901;42
33;2011;September;20110901;20110929;41
33;2011;Oktober;20110929;20111102;47
33;2011;November;20111102;20111130;48
33;2011;Dezember;20111130;20111229;36
33;2012;Januar;20111229;20120201;42
33;2012;Februar;20120201;20120301;50
33;2012;März;20120301;20120330;56
33;2012;April;20120330;20120503;48
33;2012;Mai;20120503;20120601;46
33;2012;Juni;20120601;20120703;39
33;2012;Juli;20120703;20120801;41
33;2012;August;20120801;20120831;48
33;2012;September;20120831;20121001;46
33;2012;Oktober;20121001;20121102;49
33;2012;November;20121102;20121130;49
33;2012;Dezember;20121130;20121228;50
33;2013;Januar;20121228;20130201;46
33;2013;Februar;20130201;20130301;47
33;2013;März;20130301;20130402;49
33;2013;April;20130402;20130502;44
33;2013;Mai;20130502;20130531;41
33;2013;Juni;20130531;20130702;38
33;2013;Juli;20130702;20130802;46
33;2013;August;20130802;20130830;42
33;2013;September;20130830;20131001;40
33;2013;Oktober;20131001;20131031;41
33;2013;November;20131031;20131129;46
33;2013;Dezember;20131129;20131231;39
33;2014;Januar;20131231;20140130;38
33;2014;Februar;20140130;20140228;42
33;2014;März;20140228;20140331;42
33;2014;April;20140331;20140501;40
33;2014;Mai;20140501;20140602;32
33;2014;Juni;20140602;20140702;31
33;2014;Juli;20140702;20140731;37
33;2014;August;20140731;20140829;39
33;2014;September;20140829;20140930;44
33;2014;Oktober;20140930;20141031;40
33;2014;November;20141031;20141128;33
33;2014;Dezember;20141128;20141230;44
33;2015;Januar;20141230;20150130;46
33;2015;Februar;20150130;20150302;42
33;2015;März;20150302;20150331;49
33;2015;April;20150331;20150430;42
33;2015;Mai;20150430;20150601;38
33;2015;Juni;20150601;20150629;36
33;2015;Juli;20150629;20150731;31
33;2015;August;20150731;20150902;46
33;2015;September;20150902;20150930;35
33;2015;Oktober;20150930;20151029;47
33;2015;November;20151029;20151202;43
33;2015;Dezember;20151202;20151230;44
33;2016;Januar;20151230;20160201;44
33;2016;Februar;20160201;20160301;46
33;2016;März;20160301;20160331;51
33;2016;April;20160331;20160428;40
33;2016;Mai;20160428;20160530;37
33;2016;Juni;20160530;20160629;40
33;2016;Juli;20160629;20160729;32
33;2016;August;20160729;20160830;35
33;2016;September;20160830;20160929;45
33;2016;Oktober;20160929;20161031;35
33;2016;November;20161031;20161129;44
33;2016;Dezember;20161129;20161230;44
33;2017;Januar;20161230;20170131;50
33;2017;Februar;20170131;20170302;40
33;2017;März;20170302;20170330;43
33;2017;April;20170330;20170502;43
33;2017;Mai;20170502;20170601;42
33;2017;Juni;20170601;20170629;36
33;2017;Juli;20170629;20170731;28
33;2017;August;20170731;20170830;41
33;2017;September;20170830;20170929;37
33;2017;Oktober;20170929;20171030;39
33;2017;November;20171030;20171129;40
33;2017;Dezember;20171129;20171229;42
33;2018;Januar;20171229;20180129;36
33;2018;Februar;20180129;20180228;41
33;2018;März;20180228;20180329;40
33;2018;April;20180329;20180427;38
33;2018;Mai;20180427;20180529;37
33;2018;Juni;20180529;20180629;34
33;2018;Juli;20180629;20180730;39
33;2018;August;20180730;20180831;36
33;2018;September;20180831;20181002;41
33;2018;Oktober;20181002;20181101;41
33;2018;November;20181101;20181201;35
33;2018;Dezember;20181201;20190102;38
33;2019;Januar;20190102;20190131;44
33;2019;Februar;20190131;20190301;45
33;2019;März;20190301;20190330;38
33;2019;April;20190330;20190429;37
33;2019;Mai;20190429;20190531;36
33;2019;Juni;20190531;20190701;32
33;2019;Juli;20190701;20190801;38
33;2019;August;20190801;20190830;36
33;2019;September;20190830;20190928;34
33;2019;Oktober;20190928;20191029;28
33;2019;November;20191029;20191129;36
33;2019;Dezember;20191129;20191227;34
33;2020;Januar;20191230;20200131;29
33;2020;Februar;20200131;20200303;27
33;2020;März;20200303;20200329;25
33;2020;April;20200329;20200502;25
33;2020;Mai;20200502;20200531;21
33;2020;Juni;20200531;20200705;22
33;2020;Juli;20200705;20200802;22
33;2020;August;20200802;20200906;30
33;2020;September;20200906;20201003;35
33;2020;Oktober;20201003;20201101;28
33;2020;November;20201101;20201128;28
33;2020;Dezember;20201128;20210103;29
33;2021;Januar;20210104;20210202;33
33;2021;Februar;20210202;20210302;36
33;2021;März;20210302;20210330;41
33;2021;April;20210331;20210430;37
33;2021;Mai;20210501;20210531;30
33;2021;Juni;20210601;20210629;32
33;2021;Juli;20210630;20210729;27
33;2021;August;20210730;20210827;25
33;2021;September;20210828;20210928;32
33;2021;Oktober;20210929;20211027;29
33;2021;November;20211028;20211127;33
33;2021;Dezember;20211128;20211229;33
33;2022;Januar;20211229;20220129;33
33;2022;Februar;20220129;20220302;33
33;2022;März;20220302;20220331;37
33;2022;April;20220331;20220502;31
33;2022;Mai;20220502;20220601;29
33;2022;Juni;20220601;20220702;30
34;2008;Januar;20080103;20080201;47
34;2008;Februar;20080201;20080229;64
34;2008;März;20080229;20080401;60
34;2008;April;20080401;20080430;69
34;2008;Mai;20080430;20080530;72
34;2008;Juni;20080530;20080701;69
34;2008;Juli;20080701;20080801;63
34;2008;August;20080801;20080902;63
34;2008;September;20080902;20081001;58
34;2008;Oktober;20081001;20081104;55
34;2008;November;20081104;20081203;61
34;2008;Dezember;20081203;20090104;56
34;2009;Januar;20090105;20090130;69
34;2009;Februar;20090130;20090228;58
34;2009;März;20090228;20090401;54
34;2009;April;20090401;20090501;58
34;2009;Mai;20090501;20090601;53
34;2009;Juni;20090601;20090629;53
34;2009;Juli;20090629;20090731;48
34;2009;August;20090731;20090831;53
34;2009;September;20090831;20090930;53
34;2009;Oktober;20090930;20091031;59
34;2009;November;20091031;20091202;53
34;2009;Dezember;20091202;20091229;57
34;2010;Januar;20091229;20100201;58
34;2010;Februar;20100201;20100303;59
34;2010;März;20100303;20100331;55
34;2010;April;20100331;20100430;55
34;2010;Mai;20100430;20100602;46
34;2010;Juni;20100602;20100630;43
34;2010;Juli;20100630;20100803;54
34;2010;August;20100803;20100901;48
34;2010;September;20100901;20101001;53
34;2010;Oktober;20101001;20101102;51
34;2010;November;20101102;20101129;55
34;2010;Dezember;20101129;20101230;56
34;2011;Januar;20101230;20110201;52
34;2011;Februar;20110201;20110301;50
34;2011;März;20110301;20110330;55
34;2011;April;20110330;20110429;51
34;2011;Mai;20110429;20110531;54
34;2011;Juni;20110531;20110630;45
34;2011;Juli;20110630;20110801;45
34;2011;August;20110801;20110901;45
34;2011;September;20110901;20110929;47
34;2011;Oktober;20110929;20111102;44
34;2011;November;20111102;20111130;53
34;2011;Dezember;20111130;20111229;39
34;2012;Januar;20111229;20120201;46
34;2012;Februar;20120201;20120301;52
34;2012;März;20120301;20120330;58
34;2012;April;20120330;20120503;44
34;2012;Mai;20120503;20120601;48
34;2012;Juni;20120601;20120703;43
34;2012;Juli;20120703;20120801;45
34;2012;August;20120801;20120831;57
34;2012;September;20120831;20121001;54
34;2012;Oktober;20121001;20121102;52
34;2012;November;20121102;20121130;49
34;2012;Dezember;20121130;20121228;48
34;2013;Januar;20121228;20130201;47
34;2013;Februar;20130201;20130301;53
34;2013;März;20130301;20130402;53
34;2013;April;20130402;20130502;47
34;2013;Mai;20130502;20130531;47
34;2013;Juni;20130531;20130702;43
34;2013;Juli;20130702;20130802;58
34;2013;August;20130802;20130830;55
34;2013;September;20130830;20131001;47
34;2013;Oktober;20131001;20131031;49
34;2013;November;20131031;20131129;52
34;2013;Dezember;20131129;20131231;42
34;2014;Januar;20131231;20140130;40
34;2014;Februar;20140130;20140228;44
34;2014;März;20140228;20140331;52
34;2014;April;20140331;20140501;56
34;2014;Mai;20140501;20140602;46
34;2014;Juni;20140602;20140702;42
34;2014;Juli;20140702;20140731;49
34;2014;August;20140731;20140829;44
34;2014;September;20140829;20140930;50
34;2014;Oktober;20140930;20141031;45
34;2014;November;20141031;20141128;46
34;2014;Dezember;20141128;20141230;46
34;2015;Januar;20141230;20150130;49
34;2015;Februar;20150130;20150302;46
34;2015;März;20150302;20150331;55
34;2015;April;20150331;20150430;-9999
34;2015;Mai;20150430;20150601;47
34;2015;Juni;20150601;20150629;48
34;2015;Juli;20150629;20150731;41
34;2015;August;20150731;20150902;60
34;2015;September;20150902;20150930;44
34;2015;Oktober;20150930;20151029;48
34;2015;November;20151029;20151202;42
34;2015;Dezember;20151202;20151230;43
34;2016;Januar;20151230;20160201;44
34;2016;Februar;20160201;20160301;52
34;2016;März;20160301;20160331;54
34;2016;April;20160331;20160428;49
34;2016;Mai;20160428;20160530;48
34;2016;Juni;20160530;20160629;43
34;2016;Juli;20160629;20160729;40
34;2016;August;20160729;20160830;46
34;2016;September;20160830;20160929;58
34;2016;Oktober;20160929;20161031;41
34;2016;November;20161031;20161129;46
34;2016;Dezember;20161129;20161230;50
34;2017;Januar;20161230;20170131;53
34;2017;Februar;20170131;20170302;47
34;2017;März;20170302;20170330;50
34;2017;April;20170330;20170502;48
34;2017;Mai;20170502;20170601;51
34;2017;Juni;20170601;20170629;49
34;2017;Juli;20170629;20170731;39
34;2017;August;20170731;20170830;53
34;2017;September;20170830;20170929;42
34;2017;Oktober;20170929;20171030;41
34;2017;November;20171030;20171129;43
34;2017;Dezember;20171129;20171229;43
34;2018;Januar;20171229;20180129;37
34;2018;Februar;20180129;20180228;43
34;2018;März;20180228;20180329;42
34;2018;April;20180329;20180427;49
34;2018;Mai;20180427;20180529;45
34;2018;Juni;20180529;20180629;38
34;2018;Juli;20180629;20180730;46
34;2018;August;20180730;20180831;39
34;2018;September;20180831;20181002;45
34;2018;Oktober;20181002;20181101;46
34;2018;November;20181101;20181201;43
34;2018;Dezember;20181201;20190102;43
34;2019;Januar;20190102;20190131;47
34;2019;Februar;20190131;20190301;49
34;2019;März;20190301;20190330;42
34;2019;April;20190330;20190429;45
34;2019;Mai;20190429;20190531;45
34;2019;Juni;20190531;20190701;43
34;2019;Juli;20190701;20190801;46
34;2019;August;20190801;20190830;42
34;2019;September;20190830;20190928;38
34;2019;Oktober;20190928;20191029;34
34;2019;November;20191029;20191129;41
34;2019;Dezember;20191129;20191227;34
34;2020;Januar;20191230;20200131;31
34;2020;Februar;20200131;20200303;30
34;2020;März;20200303;20200329;28
34;2020;April;20200329;20200502;28
34;2020;Mai;20200502;20200531;26
34;2020;Juni;20200531;20200705;26
34;2020;Juli;20200705;20200802;25
34;2020;August;20200802;20200906;34
34;2020;September;20200906;20201003;37
34;2020;Oktober;20201003;20201101;27
34;2020;November;20201101;20201128;29
34;2020;Dezember;20201128;20210103;27
34;2021;Januar;20210104;20210202;32
34;2021;Februar;20210202;20210302;33
34;2021;März;20210302;20210330;39
34;2021;April;20210331;20210430;34
34;2021;Mai;20210501;20210531;26
34;2021;Juni;20210601;20210629;32
34;2021;Juli;20210630;20210729;27
34;2021;August;20210730;20210827;26
34;2021;September;20210828;20210928;34
34;2021;Oktober;20210929;20211027;30
34;2021;November;20211028;20211127;33
34;2021;Dezember;20211128;20211229;32
34;2022;Januar;20211229;20220129;30
34;2022;Februar;20220129;20220302;33
34;2022;März;20220302;20220331;39
34;2022;April;20220331;20220502;31
34;2022;Mai;20220502;20220601;31
34;2022;Juni;20220601;20220702;30
38;2008;Januar;20080103;20080201;40
38;2008;Februar;20080201;20080229;61
38;2008;März;20080229;20080401;53
38;2008;April;20080401;20080430;61
38;2008;Mai;20080430;20080530;58
38;2008;Juni;20080530;20080701;53
38;2008;Juli;20080701;20080801;-9999
38;2008;August;20080801;20080902;38
38;2008;September;20080902;20081001;38
38;2008;Oktober;20081001;20081104;52
38;2008;November;20081104;20081203;52
38;2008;Dezember;20081203;20090104;56
38;2009;Januar;20090105;20090130;60
38;2009;Februar;20090130;20090228;56
38;2009;März;20090228;20090401;50
38;2009;April;20090401;20090501;52
38;2009;Mai;20090501;20090601;47
38;2009;Juni;20090601;20090629;48
38;2009;Juli;20090629;20090731;42
38;2009;August;20090731;20090831;44
38;2009;September;20090831;20090930;49
38;2009;Oktober;20090930;20091031;54
38;2009;November;20091031;20091202;47
38;2009;Dezember;20091202;20091229;56
38;2010;Januar;20091229;20100201;56
38;2010;Februar;20100201;20100303;54
38;2010;März;20100303;20100331;58
38;2010;April;20100331;20100430;51
38;2010;Mai;20100430;20100602;43
38;2010;Juni;20100602;20100630;44
38;2010;Juli;20100630;20100803;45
38;2010;August;20100803;20100901;47
38;2010;September;20100901;20101001;46
38;2010;Oktober;20101001;20101102;50
38;2010;November;20101102;20101129;47
38;2010;Dezember;20101129;20101230;54
38;2011;Januar;20101230;20110201;48
38;2011;Februar;20110201;20110301;47
38;2011;März;20110301;20110330;51
38;2011;April;20110330;20110429;52
38;2011;Mai;20110429;20110531;47
38;2011;Juni;20110531;20110630;41
38;2011;Juli;20110630;20110801;43
38;2011;August;20110801;20110901;44
38;2011;September;20110901;20110929;42
38;2011;Oktober;20110929;20111102;46
38;2011;November;20111102;20111130;47
38;2011;Dezember;20111130;20111229;36
38;2012;Januar;20111229;20120201;46
38;2012;Februar;20120201;20120301;53
38;2012;März;20120301;20120330;52
38;2012;April;20120330;20120503;44
38;2012;Mai;20120503;20120601;47
38;2012;Juni;20120601;20120703;38
38;2012;Juli;20120703;20120801;40
38;2012;August;20120801;20120831;47
38;2012;September;20120831;20121001;46
38;2012;Oktober;20121001;20121102;43
38;2012;November;20121102;20121130;46
38;2012;Dezember;20121130;20121228;43
38;2013;Januar;20121228;20130201;43
38;2013;Februar;20130201;20130301;49
38;2013;März;20130301;20130402;46
38;2013;April;20130402;20130502;44
38;2013;Mai;20130502;20130531;39
38;2013;Juni;20130531;20130702;40
38;2013;Juli;20130702;20130802;43
38;2013;August;20130802;20130830;43
38;2013;September;20130830;20131001;41
38;2013;Oktober;20131001;20131031;42
38;2013;November;20131031;20131129;46
38;2013;Dezember;20131129;20131231;40
38;2014;Januar;20131231;20140130;35
38;2014;Februar;20140130;20140228;39
38;2014;März;20140228;20140331;45
38;2014;April;20140331;20140501;47
38;2014;Mai;20140501;20140602;41
38;2014;Juni;20140602;20140702;39
38;2014;Juli;20140702;20140731;36
38;2014;August;20140731;20140829;36
38;2014;September;20140829;20140930;41
38;2014;Oktober;20140930;20141031;39
38;2014;November;20141031;20141128;37
38;2014;Dezember;20141128;20141230;41
38;2015;Januar;20141230;20150130;43
38;2015;Februar;20150130;20150302;43
38;2015;März;20150302;20150331;49
38;2015;April;20150331;20150430;41
38;2015;Mai;20150430;20150601;39
38;2015;Juni;20150601;20150629;33
38;2015;Juli;20150629;20150731;31
38;2015;August;20150731;20150902;40
38;2015;September;20150902;20150930;34
38;2015;Oktober;20150930;20151029;44
38;2015;November;20151029;20151202;40
38;2015;Dezember;20151202;20151230;34
38;2016;Januar;20151230;20160201;40
38;2016;Februar;20160201;20160301;43
38;2016;März;20160301;20160331;49
38;2016;April;20160331;20160428;40
38;2016;Mai;20160428;20160530;38
38;2016;Juni;20160530;20160629;40
38;2016;Juli;20160629;20160729;32
38;2016;August;20160729;20160830;35
38;2016;September;20160830;20160929;42
38;2016;Oktober;20160929;20161031;37
38;2016;November;20161031;20161129;42
38;2016;Dezember;20161129;20161230;48
38;2017;Januar;20161230;20170131;51
38;2017;Februar;20170131;20170302;41
38;2017;März;20170302;20170330;40
38;2017;April;20170330;20170502;42
38;2017;Mai;20170502;20170601;37
38;2017;Juni;20170601;20170629;36
38;2017;Juli;20170629;20170731;28
38;2017;August;20170731;20170830;40
38;2017;September;20170830;20170929;37
38;2017;Oktober;20170929;20171030;35
38;2017;November;20171030;20171129;41
38;2017;Dezember;20171129;20171229;40
38;2018;Januar;20171229;20180129;36
38;2018;Februar;20180129;20180228;37
38;2018;März;20180228;20180329;34
38;2018;April;20180329;20180427;39
38;2018;Mai;20180427;20180529;38
38;2018;Juni;20180529;20180629;35
38;2018;Juli;20180629;20180730;38
38;2018;August;20180730;20180831;36
38;2018;September;20180831;20181002;43
38;2018;Oktober;20181002;20181101;42
38;2018;November;20181101;20181201;37
38;2018;Dezember;20181201;20190102;44
38;2019;Januar;20190102;20190131;44
38;2019;Februar;20190131;20190301;48
38;2019;März;20190301;20190330;38
38;2019;April;20190330;20190429;39
38;2019;Mai;20190429;20190531;38
38;2019;Juni;20190531;20190701;31
38;2019;Juli;20190701;20190801;38
38;2019;August;20190801;20190830;36
38;2019;September;20190830;20190928;36
38;2019;Oktober;20190928;20191029;28
38;2019;November;20191029;20191129;35
38;2019;Dezember;20191129;20191227;34
38;2020;Januar;20191230;20200131;32
38;2020;Februar;20200131;20200303;30
38;2020;März;20200303;20200329;29
38;2020;April;20200329;20200502;28
38;2020;Mai;20200502;20200531;27
38;2020;Juni;20200531;20200705;24
38;2020;Juli;20200705;20200802;27
38;2020;August;20200802;20200906;34
38;2020;September;20200906;20201003;39
38;2020;Oktober;20201003;20201101;30
38;2020;November;20201101;20201128;33
38;2020;Dezember;20201128;20210103;28
38;2021;Januar;20210104;20210202;33
38;2021;Februar;20210202;20210302;38
38;2021;März;20210302;20210330;41
38;2021;April;20210331;20210430;37
38;2021;Mai;20210501;20210531;30
38;2021;Juni;20210601;20210629;32
38;2021;Juli;20210630;20210729;28
38;2021;August;20210730;20210827;28
38;2021;September;20210828;20210928;33
38;2021;Oktober;20210929;20211027;31
38;2021;November;20211028;20211127;33
38;2021;Dezember;20211128;20211229;36
38;2022;Januar;20211229;20220129;34
38;2022;Februar;20220129;20220302;30
38;2022;März;20220302;20220331;36
38;2022;April;20220331;20220502;33
38;2022;Mai;20220502;20220601;33
38;2022;Juni;20220601;20220702;33
39;2013;Januar;20121228;20130201;39
39;2013;Februar;20130201;20130301;37
39;2013;März;20130301;20130402;37
39;2013;April;20130402;20130502;34
39;2013;Mai;20130502;20130531;35
39;2013;Juni;20130531;20130702;34
39;2013;Juli;20130702;20130802;37
39;2013;August;20130802;20130830;39
39;2013;September;20130830;20131001;34
39;2013;Oktober;20131001;20131031;29
39;2013;November;20131031;20131129;34
39;2013;Dezember;20131129;20131231;29
39;2014;Januar;20131231;20140130;24
39;2014;Februar;20140130;20140228;26
39;2014;März;20140228;20140331;37
39;2014;April;20140331;20140501;41
39;2014;Mai;20140501;20140602;28
39;2014;Juni;20140602;20140702;33
39;2014;Juli;20140702;20140731;29
39;2014;August;20140731;20140829;28
39;2014;September;20140829;20140930;39
39;2014;Oktober;20140930;20141031;29
39;2014;November;20141031;20141128;29
39;2014;Dezember;20141128;20141230;32
39;2015;Januar;20141230;20150130;36
39;2015;Februar;20150130;20150302;32
39;2015;März;20150302;20150331;41
39;2015;April;20150331;20150430;43
39;2015;Mai;20150430;20150601;35
39;2015;Juni;20150601;20150629;32
39;2015;Juli;20150629;20150731;26
39;2015;August;20150731;20150902;31
39;2015;September;20150902;20150930;27
39;2015;Oktober;20150930;20151029;33
39;2015;November;20151029;20151202;35
39;2015;Dezember;20151202;20151230;28
40;2013;Januar;20121228;20130201;45
40;2013;Februar;20130201;20130301;43
40;2013;März;20130301;20130402;34
40;2013;April;20130402;20130502;37
40;2013;Mai;20130502;20130531;40
40;2013;Juni;20130531;20130702;36
40;2013;Juli;20130702;20130802;33
40;2013;August;20130802;20130830;39
40;2013;September;20130830;20131001;40
40;2013;Oktober;20131001;20131031;36
40;2013;November;20131031;20131129;41
40;2013;Dezember;20131129;20131231;37
40;2014;Januar;20131231;20140130;29
40;2014;Februar;20140130;20140228;33
40;2014;März;20140228;20140331;39
40;2014;April;20140331;20140501;40
40;2014;Mai;20140501;20140602;28
40;2014;Juni;20140602;20140702;30
40;2014;Juli;20140702;20140731;29
40;2014;August;20140731;20140829;38
40;2014;September;20140829;20140930;38
40;2014;Oktober;20140930;20141031;39
40;2014;November;20141031;20141128;30
40;2014;Dezember;20141128;20141230;44
40;2015;Januar;20141230;20150130;48
40;2015;Februar;20150130;20150302;40
40;2015;März;20150302;20150331;46
40;2015;April;20150331;20150430;37
40;2015;Mai;20150430;20150601;36
40;2015;Juni;20150601;20150629;30
40;2015;Juli;20150629;20150731;30
40;2015;August;20150731;20150902;29
40;2015;September;20150902;20150930;28
40;2015;Oktober;20150930;20151029;34
40;2015;November;20151029;20151202;42
40;2015;Dezember;20151202;20151230;38
41;2013;Januar;20121228;20130201;34
41;2013;Februar;20130201;20130301;35
41;2013;März;20130301;20130402;29
41;2013;April;20130402;20130502;27
41;2013;Mai;20130502;20130531;26
41;2013;Juni;20130531;20130702;26
41;2013;Juli;20130702;20130802;31
41;2013;August;20130802;20130830;34
41;2013;September;20130830;20131001;28
41;2013;Oktober;20131001;20131031;26
41;2013;November;20131031;20131129;31
41;2013;Dezember;20131129;20131231;25
